,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,mileage_power_ratio
3158,3158,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,First,15.0,1598.0,103.52,5.0,4.78,4.5,0,0,1,0,1,0.14489953632148378
3159,3159,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,First,17.11,1968.0,174.33,5.0,4.78,14.5,1,0,0,1,0,0.09814719210692364
3160,3160,Maruti Swift Dzire VDI,Jaipur,2014,75074,First,23.4,1248.0,74.0,5.0,4.78,5.25,1,0,0,0,1,0.3162162162162162
3161,3161,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Second,22.3,1248.0,74.0,5.0,4.78,1.2,1,0,0,0,1,0.3013513513513514
3162,3162,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Second,12.99,2494.0,100.6,8.0,4.78,4.95,1,0,0,0,1,0.12912524850894633
3163,3163,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,First,19.64,1461.0,108.45,5.0,4.78,7.5,1,0,0,0,1,0.18109727985246657
3164,3164,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,10.0,2996.0,333.0,4.0,87.57,48.0,0,0,1,1,0,0.03003003003003003
3165,3165,Honda Amaze S i-Dtech,Delhi,2015,58000,First,25.8,1498.0,98.6,5.0,4.78,4.45,1,0,0,0,1,0.2616632860040568
3166,3166,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,11.57,2987.0,254.79,5.0,95.13,59.65,1,0,0,1,0,0.045409945445268655
3167,3167,Maruti Ritz VDi,Kochi,2015,57034,First,23.2,1248.0,73.94,5.0,4.78,4.38,1,0,0,0,1,0.3137679199350825
3168,3168,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,First,28.09,1248.0,88.5,5.0,4.78,7.9,1,0,0,0,1,0.31740112994350284
3169,3169,Hyundai Santro Xing GL,Bangalore,2008,35268,Second,0.0,1086.0,62.0,5.0,4.78,1.88,0,0,1,0,1,0.0
3170,3170,BMW 5 Series 520d Sedan,Mumbai,2008,81000,Second,18.48,1197.0,74.0,5.286452057152694,4.78,10.5,1,0,0,1,0,0.24972972972972973
3171,3171,Maruti Baleno Delta CVT,Coimbatore,2018,34630,First,21.4,1197.0,83.1,5.0,8.57,7.29,0,0,1,1,0,0.2575210589651023
3172,3172,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,First,23.5,1498.0,88.7,5.0,4.78,6.0,1,0,0,0,1,0.26493799323562567
3173,3173,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Third,16.0,2179.0,140.0,7.0,4.78,6.7,1,0,0,0,1,0.11428571428571428
3174,3174,Maruti Alto LXi,Jaipur,2009,63000,First,19.7,796.0,46.3,5.0,4.78,1.5,0,0,1,0,1,0.42548596112311016
3175,3175,Mini Cooper 3 DOOR D,Kochi,2016,32298,First,20.7,1496.0,113.98,4.0,35.0,23.8,1,0,0,1,0,0.1816108089138445
3176,3176,Mahindra XUV500 W8 4WD,Kochi,2014,63288,First,15.1,2179.0,140.0,7.0,4.78,7.77,1,0,0,0,1,0.10785714285714286
3177,3177,Hyundai Santro Xing GLS,Coimbatore,2012,43337,First,17.92,1086.0,62.1,5.0,4.78,3.32,0,0,1,0,1,0.2885668276972625
3178,3178,Maruti Swift VDI,Kochi,2015,46561,First,22.9,1248.0,74.0,5.0,4.78,4.94,1,0,0,0,1,0.30945945945945946
3179,3179,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Second,20.0,2143.0,107.3,5.0,4.78,11.0,1,0,0,1,0,0.1863932898415657
3180,3180,Renault KWID RXT,Hyderabad,2016,48000,First,25.17,799.0,53.3,5.0,4.78,3.4,0,0,1,0,1,0.47223264540337717
3181,3181,Maruti Swift VDI,Kochi,2013,56263,First,22.9,1248.0,74.0,5.0,4.78,4.17,1,0,0,0,1,0.30945945945945946
3182,3182,Maruti Zen LXI,Hyderabad,2005,84060,Second,17.3,993.0,60.0,5.0,4.78,1.25,0,0,1,0,1,0.28833333333333333
3183,3183,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,First,18.9,1197.0,82.0,5.0,4.78,5.45,0,0,1,1,0,0.23048780487804876
3184,3184,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,First,21.12,1248.0,88.8,5.0,4.78,2.59,1,0,0,0,1,0.23783783783783785
3185,3185,Mahindra XUV500 W10 AWD,Pune,2015,87900,First,16.0,2179.0,140.0,7.0,4.78,12.01,1,0,0,0,1,0.11428571428571428
3186,3186,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Second,17.5,1197.0,85.8,5.0,4.78,2.45,0,0,1,0,1,0.20396270396270397
3187,3187,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,First,15.73,1968.0,174.33,5.0,4.78,29.0,1,0,0,1,0,0.09023117076808351
3188,3188,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,First,14.84,2143.0,170.0,5.0,4.78,11.99,1,0,0,1,0,0.08729411764705883
3189,3189,Honda City i VTEC CVT VX,Delhi,2015,51000,First,18.0,1497.0,117.3,5.0,4.78,7.9,0,0,1,1,0,0.1534526854219949
3190,3190,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Third,12.8,2494.0,102.0,7.0,4.78,6.25,1,0,0,0,1,0.12549019607843137
3191,3191,Chevrolet Beat LT,Pune,2011,48000,Second,18.6,1199.0,79.4,5.0,4.78,1.8,0,0,1,0,1,0.23425692695214106
3192,3192,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,First,18.7,1199.0,88.7,5.0,4.78,4.9,0,0,1,0,1,0.21082299887260428
3193,3193,Nissan Micra XL Primo,Jaipur,2010,75055,First,18.06,1198.0,75.0,5.0,4.78,2.25,0,0,1,0,1,0.2408
3194,3194,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,First,19.12,1373.0,91.1,5.0,4.78,8.89,0,0,1,1,0,0.20987925356750825
3195,3195,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,First,12.55,2982.0,168.5,7.0,4.78,15.0,1,0,0,1,0,0.07448071216617211
3196,3196,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,First,26.1,1498.0,99.0,5.0,7.56,5.65,1,0,0,0,1,0.26363636363636367
3197,3197,Maruti Ertiga ZDI,Jaipur,2014,57000,First,20.77,1248.0,88.8,7.0,4.78,7.0,1,0,0,0,1,0.2338963963963964
3198,3198,Maruti Alto 800 LXI,Hyderabad,2016,9370,First,22.74,796.0,47.3,5.0,4.78,2.95,0,0,1,0,1,0.4807610993657505
3199,3199,Honda Brio V MT,Chennai,2013,53226,First,19.4,1198.0,86.8,5.0,4.78,3.3,0,0,1,0,1,0.22350230414746544
3200,3200,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Second,16.2,1493.0,110.0,5.0,4.78,3.5,1,0,0,0,1,0.14727272727272728
3201,3201,Honda City 1.5 GXI,Jaipur,2007,75055,First,12.8,1493.0,100.0,5.0,4.78,2.3,0,0,1,0,1,0.128
3202,3202,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,First,19.67,1582.0,126.2,5.0,4.78,13.69,1,0,0,0,1,0.15586370839936609
3203,3203,Toyota Etios Liva GD,Delhi,2013,64000,First,23.59,1364.0,67.06,5.0,4.78,3.1,1,0,0,0,1,0.3517745302713987
3204,3204,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,First,13.44,2359.0,198.25,5.0,4.78,12.75,0,0,1,0,1,0.06779319041614124
3205,3205,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,First,19.67,1582.0,126.2,5.0,4.78,13.75,1,0,0,0,1,0.15586370839936609
3206,3206,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,First,18.7,1199.0,88.7,5.0,4.78,6.75,0,0,1,0,1,0.21082299887260428
3207,3207,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,First,20.54,1598.0,103.6,5.0,4.78,5.25,1,0,0,0,1,0.19826254826254827
3208,3208,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,First,16.0,2179.0,140.0,7.0,4.78,8.75,1,0,0,0,1,0.11428571428571428
3209,3209,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,First,18.49,1493.0,100.0,7.0,4.78,8.87,1,0,0,0,1,0.18489999999999998
3210,3210,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Second,11.1,2354.0,142.0,5.0,4.78,6.5,0,0,1,1,0,0.07816901408450704
3211,3211,Maruti Ertiga VDI,Pune,2012,168000,First,20.77,1248.0,88.76,7.0,4.78,4.5,1,0,0,0,1,0.23400180261378997
3212,3212,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,First,12.83,2696.0,162.0,7.0,4.78,12.5,1,0,0,0,1,0.07919753086419754
3213,3213,Toyota Fortuner 4x2 AT,Delhi,2014,89540,First,12.55,2982.0,168.5,7.0,4.78,16.8,1,0,0,1,0,0.07448071216617211
3214,3214,Maruti Ertiga ZDI,Hyderabad,2016,85423,First,20.77,1248.0,88.8,7.0,4.78,8.75,1,0,0,0,1,0.2338963963963964
3215,3215,Hyundai Elantra CRDi SX AT,Pune,2013,48823,First,19.5,1582.0,126.24,5.0,4.78,8.5,1,0,0,1,0,0.15446768060836502
3216,3216,Hyundai i10 Magna 1.2,Kolkata,2011,35082,First,20.36,1197.0,78.9,5.0,4.78,2.21,0,0,1,0,1,0.25804816223067173
3217,3217,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,First,16.8,796.0,34.2,5.0,4.78,1.6,0,0,1,0,1,0.49122807017543857
3218,3218,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,First,15.5,1198.0,86.7,5.0,4.78,6.25,0,0,1,1,0,0.17877739331026526
3219,3219,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Second,12.9,1799.0,130.0,5.0,4.78,2.25,0,0,1,1,0,0.09923076923076923
3220,3220,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,First,17.9,2143.0,136.0,5.0,43.07,25.75,1,0,0,1,0,0.1316176470588235
3221,3221,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Second,13.14,1798.0,157.8,5.0,4.78,6.75,0,0,1,0,1,0.08326996197718631
3222,3222,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,First,28.09,1248.0,88.5,5.0,4.78,6.25,1,0,0,0,1,0.31740112994350284
3223,3223,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,First,22.7,1498.0,89.84,5.0,4.78,5.1,1,0,0,0,1,0.2526714158504007
3224,3224,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Second,8.7,2987.0,224.34,5.0,4.78,10.75,1,0,0,1,0,0.038780422572880446
3225,3225,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,First,24.0,1120.0,70.0,5.0,4.78,5.7,1,0,0,0,1,0.34285714285714286
3226,3226,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,First,20.5,1598.0,105.0,5.0,4.78,5.95,1,0,0,0,1,0.19523809523809524
3227,3227,Chevrolet Beat Diesel LT,Kochi,2012,42706,First,25.44,936.0,56.3,5.0,4.78,2.4,1,0,0,0,1,0.45186500888099473
3228,3228,Mahindra Quanto C6,Mumbai,2013,35000,First,17.21,1493.0,100.0,7.0,4.78,3.49,1,0,0,0,1,0.1721
3229,3229,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,First,19.2,1197.0,80.0,5.0,4.78,4.0,0,0,1,1,0,0.24
3230,3230,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,First,23.59,1364.0,67.04,5.0,7.83,3.85,1,0,0,0,1,0.3518794749403341
3231,3231,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,First,14.53,1794.0,138.1,5.0,4.78,3.95,0,0,1,1,0,0.1052136133236785
3232,3232,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Second,20.36,1197.0,78.9,5.0,4.78,3.0,0,0,1,0,1,0.25804816223067173
3233,3233,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,First,18.16,1196.0,86.8,5.0,4.78,6.7,0,0,1,0,1,0.20921658986175115
3234,3234,Maruti Ritz ZXi,Coimbatore,2016,22767,First,18.5,1197.0,85.8,5.0,4.78,6.14,0,0,1,0,1,0.21561771561771562
3235,3235,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Second,15.0,1396.0,98.6,5.0,4.78,4.4,0,0,1,1,0,0.15212981744421908
3236,3236,Maruti Swift Dzire LDI,Pune,2017,57000,First,26.59,1248.0,74.0,5.0,4.78,4.25,1,0,0,0,1,0.3593243243243243
3237,3237,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,First,8.77,4395.0,402.0,5.0,4.78,25.93,0,0,1,1,0,0.02181592039800995
3238,3238,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,First,22.7,1598.0,118.0,5.0,4.78,7.0,1,0,0,0,1,0.1923728813559322
3239,3239,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,First,12.55,2982.0,168.5,7.0,4.78,25.12,1,0,0,1,0,0.07448071216617211
3240,3240,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,First,20.3,998.0,68.05,5.0,4.78,4.45,0,0,1,0,1,0.2983100661278472
3241,3241,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,First,21.9,1396.0,90.0,5.0,4.78,2.4,1,0,0,0,1,0.24333333333333332
3242,3242,Volkswagen Vento Diesel Highline,Pune,2012,115000,Second,20.54,1598.0,103.6,5.0,4.78,4.33,1,0,0,0,1,0.19826254826254827
3243,3243,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,First,18.5,1197.0,83.14,5.0,4.78,6.93,0,0,1,1,0,0.22251623767139764
3244,3244,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,First,21.9,1396.0,90.0,5.0,4.78,4.25,1,0,0,0,1,0.24333333333333332
3245,3245,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,First,14.21,2143.0,203.0,5.0,4.78,12.5,1,0,0,1,0,0.07
3246,3246,Hyundai Grand i10 Sportz,Chennai,2015,15000,First,18.9,1197.0,82.0,5.0,4.78,4.9,0,0,1,0,1,0.23048780487804876
3247,3247,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,First,23.0,1396.0,90.0,5.0,4.78,4.5,1,0,0,0,1,0.25555555555555554
3248,3248,Renault KWID RXT,Jaipur,2016,12500,First,25.17,799.0,53.3,5.0,4.78,3.0,0,0,1,0,1,0.47223264540337717
3249,3249,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,First,16.9,1197.0,82.0,5.0,4.78,5.8,0,0,1,1,0,0.20609756097560974
3250,3250,Volkswagen Vento Petrol Highline,Pune,2011,54211,First,15.04,1598.0,103.6,5.0,4.78,3.33,0,0,1,0,1,0.14517374517374518
3251,3251,Chevrolet Cruze LTZ AT,Kochi,2015,62242,First,14.39,1998.0,163.7,5.0,4.78,6.62,1,0,0,1,0,0.08790470372632866
3252,3252,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Second,19.01,1461.0,108.5,5.0,4.78,5.75,1,0,0,0,1,0.17520737327188943
3253,3253,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,First,22.32,1582.0,126.32,5.0,4.78,6.2,1,0,0,0,1,0.1766941101963268
3254,3254,Maruti Celerio VXI AMT,Chennai,2015,55000,First,23.1,998.0,67.04,5.0,6.0,3.5,0,0,1,1,0,0.34457040572792363
3255,3255,Maruti Wagon R LXI,Pune,2010,71000,First,18.9,998.0,67.1,5.0,4.78,2.0,0,0,1,0,1,0.28166915052160957
3256,3256,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,First,21.9,1396.0,88.8,5.0,4.78,4.0,1,0,0,0,1,0.2466216216216216
3257,3257,Audi A4 1.8 TFSI,Mumbai,2011,53000,First,12.3,1781.0,163.2,5.0,4.78,9.5,0,0,1,1,0,0.07536764705882354
3258,3258,BMW X1 sDrive20d,Mumbai,2013,43000,First,17.05,1995.0,184.0,5.0,4.78,17.5,1,0,0,1,0,0.09266304347826088
3259,3259,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,First,14.3,1598.0,103.52,5.0,4.78,6.11,0,0,1,1,0,0.13813755795981453
3260,3260,Hyundai i10 Magna,Ahmedabad,2014,51000,First,20.36,1197.0,78.9,5.0,4.78,3.75,0,0,1,0,1,0.25804816223067173
3261,3261,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Second,10.5,2835.0,107.2,6.0,4.78,6.2,1,0,0,0,1,0.09794776119402984
3262,3262,Honda City i DTEC SV,Mumbai,2014,25000,First,26.0,1498.0,98.6,5.0,4.78,6.15,1,0,0,0,1,0.26369168356997974
3263,3263,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,First,20.92,998.0,67.1,5.0,4.78,2.4,0,0,1,0,1,0.31177347242921016
3264,3264,Maruti Swift Ldi BSIII,Pune,2009,80000,Fourth & Above,17.8,1248.0,75.0,5.0,4.78,2.15,1,0,0,0,1,0.23733333333333334
3265,3265,Hyundai Grand i10 Magna,Kolkata,2016,21000,First,18.9,1197.0,82.0,5.0,4.78,3.75,0,0,1,0,1,0.23048780487804876
3266,3266,Ford Figo Petrol ZXI,Mumbai,2011,32000,Second,15.6,1196.0,70.0,5.0,4.78,2.15,0,0,1,0,1,0.22285714285714286
3267,3267,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,First,18.9,1197.0,81.86,5.0,4.78,4.75,0,0,1,0,1,0.23088199364769116
3268,3268,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,First,15.5,1586.0,103.3,5.0,4.78,2.45,0,0,1,0,1,0.15004840271055178
3269,3269,Honda City i-VTEC VX,Mumbai,2017,7500,First,17.4,1497.0,117.3,5.0,13.76,11.15,0,0,1,0,1,0.1483375959079284
3270,3270,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,19.6,1461.0,108.45,5.0,14.11,8.9,1,0,0,1,0,0.18072844628861226
3271,3271,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,First,25.8,1498.0,98.6,5.0,4.78,4.35,1,0,0,0,1,0.2616632860040568
3272,3272,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,12.99,2494.0,100.6,7.0,4.78,12.0,1,0,0,0,1,0.12912524850894633
3273,3273,BMW 3 Series 320d Highline,Mumbai,2009,61500,Second,16.07,1995.0,181.0,5.0,4.78,8.5,1,0,0,1,0,0.08878453038674033
3274,3274,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,First,19.81,1086.0,68.05,5.0,4.78,4.27,0,0,1,0,1,0.2911094783247612
3275,3275,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Second,20.45,1461.0,83.8,5.0,4.78,4.25,1,0,0,0,1,0.24403341288782815
3276,3276,Mitsubishi Outlander 2.4,Bangalore,2010,39525,First,11.3,2360.0,170.0,5.0,4.78,9.25,0,0,1,1,0,0.06647058823529413
3277,3277,Maruti Vitara Brezza LDi,Kochi,2017,35384,First,24.3,1248.0,88.5,5.0,9.12,8.61,1,0,0,0,1,0.2745762711864407
3278,3278,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,First,11.8,2987.0,261.0,7.0,4.78,28.0,1,0,0,1,0,0.04521072796934866
3279,3279,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,23.0,1498.0,98.96,5.0,11.2,9.25,1,0,0,0,1,0.2324171382376718
3280,3280,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,First,19.08,1582.0,126.2,5.0,4.78,8.6,1,0,0,1,0,0.15118858954041203
3281,3281,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,First,16.47,1198.0,74.0,5.0,4.78,7.53,0,0,1,0,1,0.22256756756756754
3282,3282,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,First,19.64,1461.0,108.45,5.0,4.78,5.75,1,0,0,0,1,0.18109727985246657
3283,3283,Honda Brio S Option AT,Chennai,2012,31500,First,16.5,1198.0,86.8,5.0,4.78,4.15,0,0,1,1,0,0.19009216589861752
3284,3284,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,First,18.16,1196.0,86.8,5.0,4.78,5.84,0,0,1,0,1,0.20921658986175115
3285,3285,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,First,18.53,1968.0,187.74,5.0,4.78,16.5,1,0,0,1,0,0.0987003302439544
3286,3286,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,15.97,2993.0,258.0,7.0,4.78,43.0,1,0,0,1,0,0.06189922480620155
3287,3287,Hyundai i10 Sportz Option,Pune,2013,45000,First,20.36,1197.0,78.9,5.0,4.78,3.55,0,0,1,0,1,0.25804816223067173
3288,3288,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,First,18.6,1197.0,81.83,5.0,4.78,8.9,0,0,1,0,1,0.22730050103873886
3289,3289,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Second,16.4,1896.0,90.0,5.0,4.78,2.5,1,0,0,0,1,0.1822222222222222
3290,3290,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,First,16.2,1493.0,110.0,5.0,4.78,3.85,1,0,0,0,1,0.14727272727272728
3291,3291,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Third,17.1,1591.0,121.4,5.0,4.78,7.5,0,0,1,1,0,0.14085667215815487
3292,3292,Hyundai Getz GVS,Mumbai,2005,90000,Second,15.3,1341.0,61.0,5.0,4.78,1.8,0,0,1,0,1,0.25081967213114753
3293,3293,Ford Figo Diesel EXI,Chennai,2010,78000,First,20.0,1399.0,68.0,5.0,4.78,2.25,1,0,0,0,1,0.29411764705882354
3294,3294,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,First,17.68,1968.0,174.33,5.0,4.78,24.25,1,0,0,1,0,0.10141685309470544
3295,3295,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,First,16.47,1198.0,74.0,5.0,4.78,4.35,0,0,1,0,1,0.22256756756756754
3296,3296,BMW X1 sDrive20d,Kolkata,2012,22000,First,17.05,1995.0,184.0,5.0,4.78,11.5,1,0,0,1,0,0.09266304347826088
3297,3297,Honda City i VTEC SV,Kolkata,2014,49000,First,17.4,1497.0,117.3,5.0,4.78,4.75,0,0,1,0,1,0.1483375959079284
3298,3298,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,First,23.0,1396.0,90.0,5.0,4.78,4.99,1,0,0,0,1,0.25555555555555554
3299,3299,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,First,19.0,1199.0,88.7,5.0,4.78,9.15,0,0,1,1,0,0.21420518602029312
3300,3300,Maruti Swift 1.3 VXi,Jaipur,2006,125000,Fourth & Above,16.1,1197.0,74.0,5.286452057152694,4.78,2.35,0,0,1,0,1,0.2175675675675676
3301,3301,Honda CR-V 2.4 AT,Hyderabad,2014,88046,First,10.1,2354.0,152.0,5.0,4.78,13.99,0,0,1,1,0,0.06644736842105263
3302,3302,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Second,20.0,2143.0,107.3,5.0,4.78,19.75,1,0,0,1,0,0.1863932898415657
3303,3303,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,First,16.0,2179.0,140.0,7.0,4.78,16.77,1,0,0,1,0,0.11428571428571428
3304,3304,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Third,13.6,2523.0,63.0,7.0,4.78,2.5,1,0,0,0,1,0.21587301587301586
3305,3305,Renault Scala RxL AT,Mumbai,2013,7000,First,17.97,1498.0,99.6,5.0,4.78,3.65,0,0,1,1,0,0.18042168674698794
3306,3306,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Second,12.35,2179.0,187.74,5.0,4.78,23.5,1,0,0,1,0,0.06578246511132417
3307,3307,Maruti Alto 800 VXI,Pune,2017,38000,First,22.74,796.0,47.3,5.0,4.78,3.11,0,0,1,0,1,0.4807610993657505
3308,3308,Toyota Etios G,Kochi,2013,56344,First,17.6,1496.0,88.73,5.0,4.78,4.57,0,0,1,0,1,0.1983545587738082
3309,3309,Hyundai i20 Sportz Option,Mumbai,2014,17858,First,17.0,1197.0,80.0,5.0,4.78,5.32,0,0,1,0,1,0.2125
3310,3310,Hyundai i10 Sportz,Hyderabad,2012,53000,First,20.36,1197.0,78.9,5.0,4.78,3.2,0,0,1,0,1,0.25804816223067173
3311,3311,Maruti Swift VDI BSIV,Kochi,2016,67906,First,25.2,1248.0,74.0,5.0,4.78,5.63,1,0,0,0,1,0.3405405405405405
3312,3312,Hyundai EON Magna Plus,Hyderabad,2015,19000,First,21.1,814.0,55.2,5.0,4.78,3.0,0,0,1,0,1,0.38224637681159424
3313,3313,BMW 3 Series 320d,Mumbai,2010,67000,Second,22.69,1995.0,190.0,5.0,47.87,9.25,1,0,0,1,0,0.11942105263157896
3314,3314,Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,23.57,1396.0,70.0,5.0,4.78,1.2,1,0,0,0,1,0.33671428571428574
3315,3315,Maruti Alto 800 LXI,Delhi,2015,61000,First,22.74,796.0,47.3,5.0,4.78,2.15,0,0,1,0,1,0.4807610993657505
3316,3316,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,22.07,1199.0,73.9,5.0,4.78,3.05,1,0,0,0,1,0.29864682002706355
3317,3317,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,14.28,1798.0,138.03,5.0,4.78,11.5,0,0,1,1,0,0.10345577048467725
3318,3318,Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,17.92,1086.0,62.1,5.0,4.78,2.3,0,0,1,0,1,0.2885668276972625
3319,3319,Maruti Swift ZXI,Kolkata,2016,34000,First,20.4,1197.0,81.8,5.0,4.78,4.95,0,0,1,0,1,0.2493887530562347
3320,3320,Renault Scala Diesel RxL,Hyderabad,2013,130000,First,21.64,1461.0,84.8,5.0,4.78,4.75,1,0,0,0,1,0.25518867924528305
3321,3321,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,24.3,1248.0,88.5,5.0,12.47,10.15,1,0,0,0,1,0.2745762711864407
3322,3322,Nissan Micra XV,Kolkata,2011,44000,First,18.06,1198.0,75.0,5.0,4.78,2.65,0,0,1,0,1,0.2408
3323,3323,Ford Figo Diesel EXI,Hyderabad,2015,84000,First,20.0,1399.0,68.05,5.0,4.78,3.8,1,0,0,0,1,0.29390154298310067
3324,3324,Honda CR-V 2.0 AT,Kochi,2017,41697,First,13.1,1997.0,141.1,5.0,4.78,16.68,0,0,1,1,0,0.09284195605953224
3325,3325,Nissan Terrano XV 110 PS,Pune,2014,163000,First,19.01,1461.0,108.5,5.0,4.78,5.0,1,0,0,0,1,0.17520737327188943
3326,3326,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,17.71,1197.0,78.9,5.0,6.51,3.75,0,0,1,0,1,0.22446134347275032
